date,country,new_cases,new_deaths,new_recoveries,cumulative_cases,cumulative_deaths
2020-08-28,Russia,146840,1987,133861,29221440,395194
2020-08-29,Russia,153881,2082,140279,29375321,397276
2020-08-30,Russia,149362,2017,136160,29524683,399293
2020-08-31,Russia,147946,1997,134869,29672629,401290
2020-09-01,Russia,138165,1868,125952,29810794,403158
2020-09-02,Russia,155222,2099,141502,29966016,405257
2020-09-03,Russia,144262,1947,131510,30110278,407204
2020-09-04,Russia,152238,2059,138781,30262516,409263
2020-09-05,Russia,149240,2019,136048,30411756,411282
2020-09-06,Russia,151180,2044,137817,30562936,413326
2020-09-07,Russia,151174,2045,137811,30714110,415371
2020-09-08,Russia,153302,2074,139751,30867412,417445
2020-09-09,Russia,145806,1968,132918,31013218,419413
2020-09-10,Russia,160124,2167,145970,31173342,421580
2020-09-11,Russia,136289,1841,124242,31309631,423421
2020-09-12,Russia,147836,1999,134768,31457467,425420
2020-09-13,Russia,155088,2096,141379,31612555,427516
2020-09-14,Russia,151692,2053,138284,31764247,429569
2020-09-15,Russia,140235,1894,127839,31904482,431463
2020-09-16,Russia,140721,1906,128282,32045203,433369
2020-09-17,Russia,138498,1878,126256,32183701,435247
2020-09-18,Russia,149344,2016,136143,32333045,437263
2020-09-19,Russia,138792,1876,126524,32471837,439139
2020-09-20,Russia,145046,1963,132225,32616883,441102
2020-09-21,Russia,144161,1947,131418,32761044,443049
2020-09-22,Russia,158048,2137,144078,32919092,445186
2020-09-23,Russia,142510,1927,129913,33061602,447113
2020-09-24,Russia,133634,1806,121822,33195236,448919
2020-09-25,Russia,128133,1733,116807,33323369,450652
2020-09-26,Russia,135250,1831,123295,33458619,452483
2020-09-27,Russia,135219,1828,123267,33593838,454311
2020-09-28,Russia,119979,1620,109374,33713817,455931
2020-09-29,Russia,128954,1746,117555,33842771,457677
2020-09-30,Russia,134510,1822,122620,33977281,459499
2020-10-01,Russia,127832,1729,116533,34105113,461228
2020-10-02,Russia,136396,1842,124340,34241509,463070
2020-10-03,Russia,118799,1605,108298,34360308,464675
2020-10-04,Russia,131881,1779,120224,34492189,466454
2020-10-05,Russia,132038,1784,120367,34624227,468238
2020-10-06,Russia,130930,1773,119357,34755157,470011
2020-10-07,Russia,113941,1539,103869,34869098,471550
2020-10-08,Russia,124196,1677,113218,34993294,473227
2020-10-09,Russia,116865,1582,106535,35110159,474809
2020-10-10,Russia,111125,1505,101302,35221284,476314
2020-10-11,Russia,115693,1563,105467,35336977,477877
2020-10-12,Russia,111451,1508,101600,35448428,479385
2020-10-13,Russia,120627,1629,109964,35569055,481014
2020-10-14,Russia,116813,1579,106488,35685868,482593
2020-10-15,Russia,105974,1429,96607,35791842,484022
2020-10-16,Russia,106991,1447,97534,35898833,485469
2020-10-17,Russia,107474,1453,97974,36006307,486922
2020-10-18,Russia,107711,1455,98190,36114018,488377
2020-10-19,Russia,112007,1514,102106,36226025,489891
2020-10-20,Russia,108807,1471,99189,36334832,491362
2020-10-21,Russia,103970,1404,94780,36438802,492766
2020-10-22,Russia,100900,1365,91981,36539702,494131
2020-10-23,Russia,91824,1241,83707,36631526,495372
2020-10-24,Russia,105703,1429,96360,36737229,496801
2020-10-25,Russia,95629,1290,87176,36832858,498091
2020-10-26,Russia,103839,1404,94660,36936697,499495
2020-10-27,Russia,95812,1295,87343,37032509,500790
2020-10-28,Russia,102882,1389,93788,37135391,502179
2020-10-29,Russia,94752,1282,86377,37230143,503461
2020-10-30,Russia,84031,1132,76603,37314174,504593
2020-10-31,Russia,86333,1166,78702,37400507,505759
2020-11-01,Russia,86894,1175,79213,37487401,506934
2020-11-02,Russia,82442,1119,75155,37569843,508053
2020-11-03,Russia,83194,1122,75840,37653037,509175
2020-11-04,Russia,77687,1050,70820,37730724,510225
2020-11-05,Russia,82018,1110,74768,37812742,511335
2020-11-06,Russia,81571,1103,74361,37894313,512438
2020-11-07,Russia,75268,1015,68615,37969581,513453
2020-11-08,Russia,85453,1154,77899,38055034,514607
2020-11-09,Russia,76801,1033,70012,38131835,515640
2020-11-10,Russia,72163,976,65784,38203998,516616
2020-11-11,Russia,67907,915,61904,38271905,517531
2020-11-12,Russia,72864,986,66423,38344769,518517
2020-11-13,Russia,70449,951,64222,38415218,519468
2020-11-14,Russia,72877,984,66435,38488095,520452
2020-11-15,Russia,68408,925,62361,38556503,521377
2020-11-16,Russia,63653,861,58026,38620156,522238
2020-11-17,Russia,72066,976,65696,38692222,523214
2020-11-18,Russia,66769,902,60867,38758991,524116
2020-11-19,Russia,63388,857,57785,38822379,524973
2020-11-20,Russia,63606,857,57983,38885985,525830
2020-11-21,Russia,63464,861,57854,38949449,526691
2020-11-22,Russia,56572,763,51571,39006021,527454
2020-11-23,Russia,60355,817,55020,39066376,528271
2020-11-24,Russia,57541,779,52455,39123917,529050
2020-11-25,Russia,59345,803,54099,39183262,529853
2020-11-26,Russia,54806,740,49961,39238068,530593
2020-11-27,Russia,54285,733,49486,39292353,531326
2020-11-28,Russia,59651,806,54378,39352004,532132
2020-11-29,Russia,57529,774,52444,39409533,532906
2020-11-30,Russia,44550,602,40612,39454083,533508
2020-12-01,Russia,55563,754,50651,39509646,534262
2020-12-02,Russia,51543,696,46987,39561189,534958
2020-12-03,Russia,49169,664,44823,39610358,535622
2020-12-04,Russia,47716,643,43498,39658074,536265
2020-12-05,Russia,47198,638,43026,39705272,536903
2020-12-06,Russia,47223,637,43049,39752495,537540
2020-12-07,Russia,45532,617,41507,39798027,538157
2020-12-08,Russia,44423,603,40496,39842450,538760
2020-12-09,Russia,44633,606,40687,39887083,539366
2020-12-10,Russia,47302,636,43121,39934385,540002
2020-12-11,Russia,46162,625,42081,39980547,540627
2020-12-12,Russia,46846,634,42705,40027393,541261
2020-12-13,Russia,44994,607,41017,40072387,541868
2020-12-14,Russia,41819,568,38122,40114206,542436
2020-12-15,Russia,45475,615,41455,40159681,543051
2020-12-16,Russia,41832,568,38134,40201513,543619
2020-12-17,Russia,45164,608,41172,40246677,544227
2020-12-18,Russia,40950,552,37330,40287627,544779
2020-12-19,Russia,41772,565,38079,40329399,545344
2020-12-20,Russia,42288,574,38550,40371687,545918
2020-12-21,Russia,44358,600,40437,40416045,546518
2020-12-22,Russia,43165,581,39349,40459210,547099
2020-12-23,Russia,42744,581,38965,40501954,547680
2020-12-24,Russia,46674,630,42548,40548628,548310
2020-12-25,Russia,38717,521,35294,40587345,548831
2020-12-26,Russia,40440,545,36865,40627785,549376
2020-12-27,Russia,40401,543,36830,40668186,549919
2020-12-28,Russia,39011,523,35562,40707197,550442
2020-12-29,Russia,41384,559,37726,40748581,551001
2020-12-30,Russia,44574,599,40634,40793155,551600
2020-12-31,Russia,42008,568,38294,40835163,552168
2021-01-01,Russia,42797,580,39014,40877960,552748
2021-01-02,Russia,40017,542,36479,40917977,553290
2021-01-03,Russia,42337,572,38594,40960314,553862
2021-01-04,Russia,43406,584,39569,41003720,554446
2021-01-05,Russia,46246,627,42158,41049966,555073
2021-01-06,Russia,41426,564,37764,41091392,555637
2021-01-07,Russia,44618,606,40674,41136010,556243
2021-01-08,Russia,48643,655,44343,41184653,556898
2021-01-09,Russia,45609,616,41577,41230262,557514
2021-01-10,Russia,42199,570,38469,41272461,558084
2021-01-11,Russia,50830,686,46337,41323291,558770
2021-01-12,Russia,50165,678,45730,41373456,559448
2021-01-13,Russia,51165,696,46642,41424621,560144
2021-01-14,Russia,45376,613,41365,41469997,560757
2021-01-15,Russia,54239,732,49444,41524236,561489
2021-01-16,Russia,49190,665,44842,41573426,562154
2021-01-17,Russia,50622,682,46147,41624048,562836
2021-01-18,Russia,50900,687,46401,41674948,563523
2021-01-19,Russia,56132,761,51170,41731080,564284
2021-01-20,Russia,53975,730,49204,41785055,565014
2021-01-21,Russia,56699,771,51687,41841754,565785
2021-01-22,Russia,56510,764,51515,41898264,566549
2021-01-23,Russia,56985,768,51948,41955249,567317
2021-01-24,Russia,55488,747,50583,42010737,568064
2021-01-25,Russia,64636,876,58922,42075373,568940
2021-01-26,Russia,55897,753,50956,42131270,569693
2021-01-27,Russia,62650,845,57112,42193920,570538
2021-01-28,Russia,63663,860,58035,42257583,571398
2021-01-29,Russia,67285,912,61337,42324868,572310
2021-01-30,Russia,69262,936,63140,42394130,573246
2021-01-31,Russia,65491,884,59702,42459621,574130
2021-02-01,Russia,68928,934,62835,42528549,575064
2021-02-02,Russia,74408,1008,67831,42602957,576072
2021-02-03,Russia,69396,941,63262,42672353,577013
2021-02-04,Russia,67114,910,61181,42739467,577923
2021-02-05,Russia,70801,959,64543,42810268,578882
2021-02-06,Russia,68708,927,62634,42878976,579809
2021-02-07,Russia,76232,1032,69493,42955208,580841
2021-02-08,Russia,80251,1087,73157,43035459,581928
2021-02-09,Russia,77099,1046,70284,43112558,582974
2021-02-10,Russia,72559,981,66145,43185117,583955
2021-02-11,Russia,84476,1141,77009,43269593,585096
2021-02-12,Russia,74528,1006,67940,43344121,586102
2021-02-13,Russia,76800,1040,70011,43420921,587142
2021-02-14,Russia,83935,1133,76516,43504856,588275
2021-02-15,Russia,87244,1180,79532,43592100,589455
2021-02-16,Russia,89491,1208,81581,43681591,590663
2021-02-17,Russia,88839,1201,80986,43770430,591864
2021-02-18,Russia,98616,1334,89899,43869046,593198
2021-02-19,Russia,92452,1251,84280,43961498,594449
2021-02-20,Russia,98521,1334,89812,44060019,595783
2021-02-21,Russia,98952,1335,90205,44158971,597118
2021-02-22,Russia,90487,1223,82488,44249458,598341
2021-02-23,Russia,97452,1317,88838,44346910,599658
2021-02-24,Russia,110435,1491,100673,44457345,601149
2021-02-25,Russia,98829,1335,90093,44556174,602484
2021-02-26,Russia,99468,1343,90676,44655642,603827
2021-02-27,Russia,105389,1426,96073,44761031,605253
2021-02-28,Russia,103569,1401,94414,44864600,606654
2021-03-01,Russia,103339,1399,94205,44967939,608053
2021-03-02,Russia,106527,1441,97111,45074466,609494
2021-03-03,Russia,118647,1605,108159,45193113,611099
2021-03-04,Russia,111499,1508,101643,45304612,612607
2021-03-05,Russia,106251,1438,96859,45410863,614045
2021-03-06,Russia,106627,1438,97202,45517490,615483
2021-03-07,Russia,129776,1755,118305,45647266,617238
2021-03-08,Russia,117077,1584,106728,45764343,618822
2021-03-09,Russia,122519,1660,111689,45886862,620482
2021-03-10,Russia,116731,1576,106413,46003593,622058
2021-03-11,Russia,124878,1686,113840,46128471,623744
2021-03-12,Russia,133460,1800,121663,46261931,625544
2021-03-13,Russia,121742,1643,110981,46383673,627187
2021-03-14,Russia,130215,1760,118705,46513888,628947
2021-03-15,Russia,119679,1617,109100,46633567,630564
2021-03-16,Russia,143309,1936,130642,46776876,632500
2021-03-17,Russia,133307,1803,121524,46910183,634303
2021-03-18,Russia,130175,1761,118669,47040358,636064
2021-03-19,Russia,132276,1789,120584,47172634,637853
2021-03-20,Russia,132153,1787,120472,47304787,639640
2021-03-21,Russia,133782,1810,121957,47438569,641450
2021-03-22,Russia,121298,1637,110576,47559867,643087
2021-03-23,Russia,138795,1877,126527,47698662,644964
2021-03-24,Russia,139733,1889,127382,47838395,646853
2021-03-25,Russia,145398,1966,132546,47983793,648819
2021-03-26,Russia,139370,1883,127051,48123163,650702
2021-03-27,Russia,138707,1875,126446,48261870,652577
2021-03-28,Russia,145340,1966,132493,48407210,654543
2021-03-29,Russia,134680,1824,122775,48541890,656367
2021-03-30,Russia,148614,2006,135478,48690504,658373
2021-03-31,Russia,134753,1823,122842,48825257,660196
2021-04-01,Russia,157970,2139,144007,48983227,662335
2021-04-02,Russia,155702,2103,141939,49138929,664438
2021-04-03,Russia,144464,1953,131695,49283393,666391
2021-04-04,Russia,157411,2129,143497,49440804,668520
2021-04-05,Russia,154085,2088,140465,49594889,670608
2021-04-06,Russia,146278,1982,133348,49741167,672590
2021-04-07,Russia,139171,1879,126869,49880338,674469
2021-04-08,Russia,158039,2137,144070,50038377,676606
2021-04-09,Russia,150075,2030,136810,50188452,678636
2021-04-10,Russia,165541,2240,150909,50353993,680876
2021-04-11,Russia,157683,2133,143745,50511676,683009
2021-04-12,Russia,152623,2062,139132,50664299,685071
2021-04-13,Russia,172966,2337,157677,50837265,687408
2021-04-14,Russia,163788,2212,149311,51001053,689620
2021-04-15,Russia,130475,1760,118942,51131528,691380
2021-04-16,Russia,156179,2109,142374,51287707,693489
2021-04-17,Russia,149340,2022,136140,51437047,695511
2021-04-18,Russia,154344,2089,140701,51591391,697600
2021-04-19,Russia,159893,2163,145760,51751284,699763
2021-04-20,Russia,164156,2219,149646,51915440,701982
2021-04-21,Russia,163608,2212,149146,52079048,704194
2021-04-22,Russia,170363,2303,155304,52249411,706497
2021-04-23,Russia,166908,2254,152155,52416319,708751
2021-04-24,Russia,166473,2253,151758,52582792,711004
2021-04-25,Russia,163472,2212,149022,52746264,713216
2021-04-26,Russia,172228,2327,157005,52918492,715543
2021-04-27,Russia,159187,2150,145116,53077679,717693
2021-04-28,Russia,159283,2155,145204,53236962,719848
2021-04-29,Russia,146083,1976,133170,53383045,721824
2021-04-30,Russia,169783,2297,154776,53552828,724121
2021-05-01,Russia,160397,2172,146219,53713225,726293
2021-05-02,Russia,184302,2490,168011,53897527,728783
2021-05-03,Russia,157135,2125,143246,54054662,730908
2021-05-04,Russia,160716,2171,146510,54215378,733079
2021-05-05,Russia,163945,2215,149454,54379323,735294
2021-05-06,Russia,150350,2032,137060,54529673,737326
2021-05-07,Russia,161452,2186,147181,54691125,739512
2021-05-08,Russia,158331,2143,144336,54849456,741655
2021-05-09,Russia,155073,2097,141366,55004529,743752
2021-05-10,Russia,166026,2241,151351,55170555,745993
2021-05-11,Russia,149098,2017,135919,55319653,748010
2021-05-12,Russia,157577,2132,143648,55477230,750142
2021-05-13,Russia,165937,2242,151270,55643167,752384
2021-05-14,Russia,148453,2009,135331,55791620,754393
2021-05-15,Russia,150787,2037,137459,55942407,756430
2021-05-16,Russia,170038,2301,155008,56112445,758731
2021-05-17,Russia,154871,2095,141182,56267316,760826
2021-05-18,Russia,146533,1979,133581,56413849,762805
2021-05-19,Russia,155355,2100,141623,56569204,764905
2021-05-20,Russia,144132,1949,131392,56713336,766854
2021-05-21,Russia,135772,1837,123771,56849108,768691
2021-05-22,Russia,156253,2115,142442,57005361,770806
2021-05-23,Russia,137101,1856,124982,57142462,772662
2021-05-24,Russia,161610,2185,147325,57304072,774847
2021-05-25,Russia,139291,1885,126979,57443363,776732
2021-05-26,Russia,156683,2122,142834,57600046,778854
2021-05-27,Russia,130740,1766,119184,57730786,780620
2021-05-28,Russia,146217,1976,133293,57877003,782596
2021-05-29,Russia,141239,1907,128755,58018242,784503
2021-05-30,Russia,142199,1922,129630,58160441,786425
2021-05-31,Russia,141684,1916,129160,58302125,788341
2021-06-01,Russia,130448,1760,118917,58432573,790101
2021-06-02,Russia,123726,1674,112790,58556299,791775
2021-06-03,Russia,130650,1766,119102,58686949,793541
2021-06-04,Russia,130999,1771,119420,58817948,795312
2021-06-05,Russia,125081,1689,114025,58943029,797001
2021-06-06,Russia,128393,1736,117044,59071422,798737
2021-06-07,Russia,127212,1724,115967,59198634,800461
2021-06-08,Russia,118019,1595,107587,59316653,802056
2021-06-09,Russia,124539,1680,113531,59441192,803736
2021-06-10,Russia,118981,1611,108464,59560173,805347
2021-06-11,Russia,114878,1554,104724,59675051,806901
2021-06-12,Russia,122111,1651,111317,59797162,808552
2021-06-13,Russia,111408,1508,101560,59908570,810060
2021-06-14,Russia,111718,1511,101843,60020288,811571
2021-06-15,Russia,113143,1533,103142,60133431,813104
2021-06-16,Russia,118774,1608,108275,60252205,814712
2021-06-17,Russia,110582,1494,100807,60362787,816206
2021-06-18,Russia,110762,1501,100971,60473549,817707
2021-06-19,Russia,104707,1419,95452,60578256,819126
2021-06-20,Russia,104252,1411,95037,60682508,820537
2021-06-21,Russia,102781,1391,93696,60785289,821928
2021-06-22,Russia,102888,1389,93793,60888177,823317
2021-06-23,Russia,98289,1330,89601,60986466,824647
2021-06-24,Russia,104707,1417,95452,61091173,826064
2021-06-25,Russia,94694,1280,86324,61185867,827344
2021-06-26,Russia,86762,1174,79093,61272629,828518
2021-06-27,Russia,106016,1434,96645,61378645,829952
2021-06-28,Russia,90098,1219,82134,61468743,831171
2021-06-29,Russia,95880,1298,87405,61564623,832469
2021-06-30,Russia,94556,1276,86198,61659179,833745
2021-07-01,Russia,90832,1226,82803,61750011,834971
2021-07-02,Russia,84278,1138,76828,61834289,836109
2021-07-03,Russia,84714,1149,77226,61919003,837258
2021-07-04,Russia,76698,1038,69918,61995701,838296
2021-07-05,Russia,88327,1196,80519,62084028,839492
2021-07-06,Russia,75396,1022,68731,62159424,840514
2021-07-07,Russia,76201,1028,69465,62235625,841542
2021-07-08,Russia,75996,1023,69278,62311621,842565
2021-07-09,Russia,73674,996,67162,62385295,843561
2021-07-10,Russia,70152,950,63951,62455447,844511
2021-07-11,Russia,75962,1027,69247,62531409,845538
2021-07-12,Russia,72801,981,66366,62604210,846519
2021-07-13,Russia,69094,932,62986,62673304,847451
2021-07-14,Russia,65184,879,59422,62738488,848330
2021-07-15,Russia,68505,925,62449,62806993,849255
2021-07-16,Russia,62109,837,56619,62869102,850092
2021-07-17,Russia,67027,906,61102,62936129,850998
2021-07-18,Russia,61059,824,55662,62997188,851822
2021-07-19,Russia,62961,852,57395,63060149,852674
2021-07-20,Russia,57591,777,52500,63117740,853451
2021-07-21,Russia,56748,768,51732,63174488,854219
2021-07-22,Russia,58570,792,53393,63233058,855011
2021-07-23,Russia,59756,809,54474,63292814,855820
2021-07-24,Russia,56625,766,51619,63349439,856586
2021-07-25,Russia,53468,724,48742,63402907,857310
2021-07-26,Russia,51408,697,46864,63454315,858007
2021-07-27,Russia,47435,642,43242,63501750,858649
2021-07-28,Russia,48121,651,43867,63549871,859300
2021-07-29,Russia,44083,594,40186,63593954,859894
2021-07-30,Russia,45829,621,41778,63639783,860515
2021-07-31,Russia,44757,603,40800,63684540,861118
2021-08-01,Russia,38442,519,35044,63722982,861637
2021-08-02,Russia,41553,560,37880,63764535,862197
2021-08-03,Russia,41179,555,37539,63805714,862752
2021-08-04,Russia,39067,527,35613,63844781,863279
2021-08-05,Russia,38824,524,35392,63883605,863803
2021-08-06,Russia,34582,466,31525,63918187,864269
2021-08-07,Russia,34621,468,31560,63952808,864737
2021-08-08,Russia,36801,498,33548,63989609,865235
2021-08-09,Russia,33980,458,30976,64023589,865693
2021-08-10,Russia,33549,458,30583,64057138,866151
2021-08-11,Russia,31142,421,28389,64088280,866572
2021-08-12,Russia,31097,420,28348,64119377,866992
2021-08-13,Russia,26665,359,24308,64146042,867351
2021-08-14,Russia,30462,412,27769,64176504,867763
2021-08-15,Russia,30897,418,28166,64207401,868181
2021-08-16,Russia,25999,351,23700,64233400,868532
2021-08-17,Russia,25358,345,23116,64258758,868877
2021-08-18,Russia,26345,352,24016,64285103,869229
2021-08-19,Russia,26804,361,24434,64311907,869590
2021-08-20,Russia,24165,328,22029,64336072,869918
2021-08-21,Russia,21953,295,20012,64358025,870213
2021-08-22,Russia,22398,299,20418,64380423,870512
2021-08-23,Russia,20767,279,18931,64401190,870791
2021-08-24,Russia,20466,278,18657,64421656,871069
2021-08-25,Russia,20160,270,18378,64441816,871339
2021-08-26,Russia,18867,254,17199,64460683,871593
2021-08-27,Russia,18375,249,16750,64479058,871842
2021-08-28,Russia,18539,249,16900,64497597,872091
2021-08-29,Russia,18029,242,16435,64515626,872333
2021-08-30,Russia,15993,215,14579,64531619,872548
2021-08-31,Russia,16952,228,15453,64548571,872776
2021-09-01,Russia,15732,210,14341,64564303,872986
2021-09-02,Russia,16030,216,14613,64580333,873202
2021-09-03,Russia,15504,211,14133,64595837,873413
2021-09-04,Russia,13994,192,12757,64609831,873605
2021-09-05,Russia,14293,195,13029,64624124,873800
2021-09-06,Russia,12801,173,11669,64636925,873973
2021-09-07,Russia,13725,188,12511,64650650,874161
2021-09-08,Russia,11900,165,10848,64662550,874326
2021-09-09,Russia,12146,164,11072,64674696,874490
2021-09-10,Russia,11380,151,10374,64686076,874641
2021-09-11,Russia,10491,144,9563,64696567,874785
2021-09-12,Russia,11114,147,10131,64707681,874932
2021-09-13,Russia,9912,132,9035,64717593,875064
2021-09-14,Russia,8995,117,8199,64726588,875181
2021-09-15,Russia,8086,110,7371,64734674,875291
2021-09-16,Russia,8683,112,7915,64743357,875403
2021-09-17,Russia,9326,128,8501,64752683,875531
2021-09-18,Russia,8907,124,8119,64761590,875655
2021-09-19,Russia,7755,108,7069,64769345,875763
2021-09-20,Russia,7577,99,6907,64776922,875862
2021-09-21,Russia,7237,94,6597,64784159,875956
2021-09-22,Russia,6633,88,6046,64790792,876044
2021-09-23,Russia,6493,89,5919,64797285,876133
2021-09-24,Russia,6858,95,6251,64804143,876228
2021-09-25,Russia,6423,88,5855,64810566,876316
2021-09-26,Russia,6086,83,5548,64816652,876399
2021-09-27,Russia,5366,77,4891,64822018,876476
2021-09-28,Russia,5536,73,5046,64827554,876549
2021-09-29,Russia,4664,61,4251,64832218,876610
2021-09-30,Russia,5262,68,4796,64837480,876678
2021-10-01,Russia,4893,67,4460,64842373,876745
2021-10-02,Russia,4309,57,3928,64846682,876802
2021-10-03,Russia,4778,66,4355,64851460,876868
2021-10-04,Russia,3844,51,3504,64855304,876919
2021-10-05,Russia,4147,57,3780,64859451,876976
2021-10-06,Russia,3968,52,3617,64863419,877028
2021-10-07,Russia,3458,46,3152,64866877,877074
2021-10-08,Russia,3515,47,3204,64870392,877121
2021-10-09,Russia,3086,38,2813,64873478,877159
2021-10-10,Russia,2750,36,2506,64876228,877195
2021-10-11,Russia,2898,40,2641,64879126,877235
2021-10-12,Russia,2831,36,2580,64881957,877271
2021-10-13,Russia,2877,42,2622,64884834,877313
2021-10-14,Russia,2666,36,2430,64887500,877349
2021-10-15,Russia,2545,33,2320,64890045,877382
2021-10-16,Russia,2290,29,2087,64892335,877411
2021-10-17,Russia,2238,33,2040,64894573,877444
2021-10-18,Russia,2087,26,1902,64896660,877470
2021-10-19,Russia,1956,27,1783,64898616,877497
2021-10-20,Russia,1925,27,1754,64900541,877524
2021-10-21,Russia,1896,26,1728,64902437,877550
2021-10-22,Russia,1745,22,1590,64904182,877572
2021-10-23,Russia,1681,24,1532,64905863,877596
2021-10-24,Russia,1682,23,1533,64907545,877619
2021-10-25,Russia,1505,16,1371,64909050,877635
2021-10-26,Russia,1368,20,1247,64910418,877655
2021-10-27,Russia,1434,18,1307,64911852,877673
2021-10-28,Russia,1342,17,1223,64913194,877690
2021-10-29,Russia,1278,17,1165,64914472,877707
2021-10-30,Russia,1232,15,1123,64915704,877722
2021-10-31,Russia,1159,17,1056,64916863,877739
2021-11-01,Russia,1076,12,980,64917939,877751
2021-11-02,Russia,1144,14,1042,64919083,877765
2021-11-03,Russia,903,14,823,64919986,877779
2021-11-04,Russia,889,12,810,64920875,877791
2021-11-05,Russia,911,10,830,64921786,877801
2021-11-06,Russia,828,11,754,64922614,877812
2021-11-07,Russia,809,11,737,64923423,877823
2021-11-08,Russia,744,6,678,64924167,877829
2021-11-09,Russia,747,13,680,64924914,877842
2021-11-10,Russia,626,12,570,64925540,877854
2021-11-11,Russia,668,9,608,64926208,877863
2021-11-12,Russia,627,8,571,64926835,877871
2021-11-13,Russia,524,7,477,64927359,877878
2021-11-14,Russia,546,9,497,64927905,877887
2021-11-15,Russia,498,7,453,64928403,877894
2021-11-16,Russia,457,6,416,64928860,877900
2021-11-17,Russia,401,8,365,64929261,877908
2021-11-18,Russia,398,7,362,64929659,877915
2021-11-19,Russia,412,3,375,64930071,877918
2021-11-20,Russia,391,7,356,64930462,877925
2021-11-21,Russia,349,7,318,64930811,877932
2021-11-22,Russia,348,5,317,64931159,877937
2021-11-23,Russia,330,5,300,64931489,877942
2021-11-24,Russia,299,3,272,64931788,877945
2021-11-25,Russia,268,1,244,64932056,877946
2021-11-26,Russia,269,7,245,64932325,877953
2021-11-27,Russia,254,0,231,64932579,877953
2021-11-28,Russia,242,6,220,64932821,877959
2021-11-29,Russia,230,2,209,64933051,877961
2021-11-30,Russia,191,5,174,64933242,877966
2021-12-01,Russia,189,2,172,64933431,877968
2021-12-02,Russia,163,4,148,64933594,877972
2021-12-03,Russia,179,3,163,64933773,877975
2021-12-04,Russia,160,0,145,64933933,877975
2021-12-05,Russia,155,2,141,64934088,877977
2021-12-06,Russia,130,1,118,64934218,877978
2021-12-07,Russia,145,3,132,64934363,877981
2021-12-08,Russia,117,1,106,64934480,877982
2021-12-09,Russia,123,2,112,64934603,877984
2021-12-10,Russia,111,0,101,64934714,877984
2021-12-11,Russia,103,0,93,64934817,877984
2021-12-12,Russia,96,1,87,64934913,877985
2021-12-13,Russia,88,1,80,64935001,877986
2021-12-14,Russia,92,0,83,64935093,877986
2021-12-15,Russia,80,2,72,64935173,877988
2021-12-16,Russia,69,2,62,64935242,877990
2021-12-17,Russia,68,1,61,64935310,877991
2021-12-18,Russia,66,0,60,64935376,877991
2021-12-19,Russia,65,0,59,64935441,877991
2021-12-20,Russia,55,0,50,64935496,877991
2021-12-21,Russia,52,1,47,64935548,877992
2021-12-22,Russia,50,0,45,64935598,877992
2021-12-23,Russia,50,0,45,64935648,877992
2021-12-24,Russia,39,1,35,64935687,877993
2021-12-25,Russia,43,4,39,64935730,877997
2021-12-26,Russia,37,0,33,64935767,877997
2021-12-27,Russia,35,4,31,64935802,878001
2021-12-28,Russia,39,0,35,64935841,878001
2021-12-29,Russia,31,1,28,64935872,878002
2021-12-30,Russia,31,2,28,64935903,878004
2020-01-01,Indonesia,162916,3947,141833,162916,3947
2020-01-02,Indonesia,170541,4132,148472,333457,8079
2020-01-03,Indonesia,162796,3942,141729,496253,12021
2020-01-04,Indonesia,181376,4392,157905,677629,16413
2020-01-05,Indonesia,171832,4160,149596,849461,20573
2020-01-06,Indonesia,181205,4387,157756,1030666,24960
2020-01-07,Indonesia,188438,4563,164053,1219104,29523
2020-01-08,Indonesia,190552,4615,165893,1409656,34138
2020-01-09,Indonesia,186461,4513,162332,1596117,38651
2020-01-10,Indonesia,193427,4684,168396,1789544,43335
2020-01-11,Indonesia,204871,4963,178359,1994415,48298
2020-01-12,Indonesia,195996,4747,170633,2190411,53045
2020-01-13,Indonesia,186635,4515,162483,2377046,57560
2020-01-14,Indonesia,202022,4894,175879,2579068,62454
2020-01-15,Indonesia,198505,4810,172817,2777573,67264
2020-01-16,Indonesia,177782,4305,154776,2955355,71569
2020-01-17,Indonesia,208678,5051,181674,3164033,76620
2020-01-18,Indonesia,207680,5029,180805,3371713,81649
2020-01-19,Indonesia,221044,5352,192439,3592757,87001
2020-01-20,Indonesia,203488,4931,177155,3796245,91932
2020-01-21,Indonesia,197745,4787,172155,3993990,96719
2020-01-22,Indonesia,218068,5281,189849,4212058,102000
2020-01-23,Indonesia,222766,5399,193939,4434824,107399
2020-01-24,Indonesia,221980,5377,193254,4656804,112776
2020-01-25,Indonesia,223473,5413,194554,4880277,118189
2020-01-26,Indonesia,213452,5170,185830,5093729,123359
2020-01-27,Indonesia,226145,5480,196880,5319874,128839
2020-01-28,Indonesia,225906,5473,196672,5545780,134312
2020-01-29,Indonesia,244503,5926,212863,5790283,140238
2020-01-30,Indonesia,238599,5783,207723,6028882,146021
2020-01-31,Indonesia,232933,5643,202790,6261815,151664
2020-02-01,Indonesia,258766,6268,225280,6520581,157932
2020-02-02,Indonesia,236969,5740,206304,6757550,163672
2020-02-03,Indonesia,248873,6027,216667,7006423,169699
2020-02-04,Indonesia,241956,5861,210645,7248379,175560
2020-02-05,Indonesia,265865,6437,231460,7514244,181997
2020-02-06,Indonesia,248663,6022,216484,7762907,188019
2020-02-07,Indonesia,250759,6075,218309,8013666,194094
